0.04135446	-0.032464456	-0.029084623	0.04723577	0.024891132	-0.006862541	0.015835475	-0.016949616	0.06167563	0.03375654	0.035379887	-0.0068167527	0.040182993	0.057721585	0.022160945	0.0010180133
-0.04899812	-0.1894596	0.08979968	0.123180844	0.14903513	-0.1094341	0.1538447	-0.24583735	0.14685215	-0.16476268	-0.16130343	0.05124598	0.13396548	-0.09977449	-0.16564667	-0.044456962
0.038305562	-0.092919074	0.061906528	0.12561804	0.10111879	-0.079069674	0.01572676	-0.059658162	0.11008706	-0.05873702	0.04852323	-0.03684422	0.012266956	0.05348622	-0.13065906	0.039235353
0.035191607	0.026087094	0.032084856	-0.04159678	0.0302356	0.03802072	-0.002040971	-0.029404163	-0.0047250614	-0.0075162165	0.011446726	-0.010533474	0.010130644	0.047815207	0.03759071	0.033390414
0.23045836	-0.08468321	-0.08786684	0.05913918	0.014451894	0.06340981	-0.046662264	-0.061579082	0.11089082	0.021958472	0.1328846	-0.18032362	-0.039833896	0.055500478	-0.029272158	0.1390011
0.1834352	0.067709394	-0.10110365	-0.12661384	-0.06713451	0.08584769	-0.10084743	0.09571667	0.02413547	0.08157678	0.10206215	-0.18486126	-0.08382585	0.10269352	0.12017732	0.19815344
0.17273435	-0.07542619	0.008198835	0.053775653	0.018100025	-0.062011488	0.02682036	-0.13205282	0.08198204	-0.05473228	0.099364355	-0.1527391	-0.0002998288	0.04153926	-0.027771238	0.1255481
0.059454445	-0.12332058	0.019754004	0.057750545	0.103807665	-0.04417844	0.03674958	-0.13252065	0.15092005	-0.0811461	0.051701985	-0.061049465	0.019459955	0.006117961	-0.080245234	0.024437658
0.20076038	-0.096423805	-0.016235642	0.06776042	0.03590735	-0.09550836	0.10978411	-0.065965384	0.09555817	-0.108345956	0.01014093	-0.049201544	0.009182518	0.018889405	-0.051636733	0.06637894
0.1693638	0.0027868727	-0.09585456	-0.04622236	-0.018903498	0.053357538	-0.11042212	-0.0017748211	0.011748452	0.07513406	0.12144058	-0.18743646	-0.106576174	0.10496741	0.008455715	0.111439556
0.16578515	-0.13275705	0.050881762	0.05203367	0.06435375	-0.0982107	0.023280116	-0.1421858	0.08049492	-0.0611101	-0.0015998449	-0.09344789	0.009715201	0.03471265	-0.122707784	0.0007914542
0.07879073	-0.060408246	-0.03337166	0.0055075507	0.0018500552	-0.03200279	0.013267787	-0.073376544	0.10861279	0.041492276	0.07413938	-0.13097523	0.04129856	0.109127216	-0.054588884	0.0539414
0.31281975	0.08410827	-0.17554833	-0.17510541	-0.12947491	0.093497284	-0.13651079	0.06810015	-0.026746903	0.1813794	0.21871646	-0.22122659	-0.13403645	0.16358425	0.1850897	0.17160664
0.2976974	0.009882178	-0.09299185	-0.07117352	-0.03766302	0.043913275	0.03181005	0.020921437	0.0423239	0.014283827	0.026052816	-0.10505761	-0.025468854	0.020063281	0.042060588	0.07191312
0.1753946	-0.14670971	0.015450574	0.11999781	0.13048732	-0.12733276	0.12833913	-0.0671849	0.066930495	-0.092790194	-0.025795706	-0.021170668	0.041334923	-0.012406638	-0.11307214	-0.019472765
0.18035837	-0.08085954	0.01423095	0.06633517	0.020315459	-0.01796742	0.062422458	-0.087358154	0.099645644	-0.07612032	-0.02009471	-0.0800304	0.035326548	0.044521976	-0.0979932	0.10543121
0.06496247	-0.11995806	0.09054977	0.17135808	0.09092514	-0.16682157	0.11177034	-0.14761604	0.10148276	-0.085519336	-0.14060703	0.09032795	0.14607683	-0.07900478	-0.12502569	-0.04493848
0.033885565	-0.05034593	0.015814614	-0.01748316	-0.028126074	-0.03061181	-0.055634063	-0.013241187	0.02834468	0.0448741	0.065442786	-0.13379678	0.031615764	0.06323559	0.035774153	0.072813496
